start_date,end_date,duration,gender,age,employment,income,education,religious_affiliation,religious_identity_1,religious_identity_2,religious_identity_3,religious_identity_4,political_party,political_party_other,ethnicity,ethnicity_other,marital_status,sexual_orientation,condition_threat,video_first_click,video_last_click,video_page_submit,video_click_count,what_was_the_message,accuracy_of_information,message_threatening_to_me,believe_the_message,right_wing_authoritarianism_1,right_wing_authoritarianism_2,right_wing_authoritarianism_3,right_wing_authoritarianism_4,right_wing_authoritarianism_5,right_wing_authoritarianism_6,right_wing_authoritarianism_7,right_wing_authoritarianism_8,right_wing_authoritarianism_9,right_wing_authoritarianism_10,right_wing_authoritarianism_11,right_wing_authoritarianism_12,right_wing_authoritarianism_13,right_wing_authoritarianism_14,right_wing_authoritarianism_15,right_wing_authoritarianism_16,right_wing_authoritarianism_17,right_wing_authoritarianism_18,authoritarian_parenting_preferences_1,authoritarian_parenting_preferences_2,authoritarian_parenting_preferences_3,authoritarian_parenting_preferences_4,authoritarian_parenting_preferences_5,political_dispositions_1,political_dispositions_2,political_dispositions_3,political_dispositions_4,political_dispositions_5,political_dispositions_6,political_attitudes_1,political_attitudes_2,political_attitudes_3,political_attitudes_4,political_attitudes_5,political_attitudes_6,political_attitudes_7,political_attitudes_8,political_attitudes_9,political_attitudes_10,political_attitudes_11,political_attitudes_12,political_attitudes_13,political_attitudes_14,told_to_continue,puzzles_that_were_completed,condition_tangram,read_and_understood_instructions,tangram_choice_1,tangram_choice_2,tangram_choice_3,tangram_choice_4,tangram_choice_5,tangram_choice_6,tangram_choice_7,tangram_choice_8,tangram_choice_9,tangram_choice_10,tangram_choice_11,purpose_of_study,additional_guess,which_group_iv,conservative_political_attitudes_total_normalized,religious_identity,right_wing_authoritarianism_total,authoritarian_parenting_preferences_total,status_quo_conservatism_total,laissez_faire_conservatism_total,tangram_task_difficulty
11/20/2019 10:59,11/20/2019 11:24,1490,1,20,6,6,7,6,1,2,1,5,1,,1,,5,1,1,1.58E-153,1.28E-153,1.58E-153,1.58E-153,Christianity is decreasing,8,1,7,6,4,7,4,3,7,7,6,2,6,3,8,4,3,5,3,3,6,0,1,0,1,0,0,0,1,1,1,-1,6,6,3,6,6,4,5,3,7,3,3,48,36,20,1,1,1,1,4,8,10,12,14,15,18,22,23,28,30,test intellectual intelligence and beliefs,beliefs and viewpoints,LGBT,1.797186833,21,73,2,0,2,1
11/20/2019 11:29,11/20/2019 12:01,1903,1,18,6,11,6,6,7,1,7,1,2,,1,,5,1,3,49.995,62.761,272.128,2,I would say the overall message portrayed in the news clip was from a right-wing perspective. The clip where the pastor was giving his opinions on the left-wing was significantly longer in duration than the clip from The View. The message being portrayed by this is that left-wing liberals are hypocritical and intolerant of Christians.,5,1,5,8,1,9,5,3,9,9,1,1,8,5,9,7,3,5,5,6,5,0,0,0,1,0,1,0,0,0,0,1,4,3,7,7,2,7,2,6,7,1,5,7,0,15,1,1,3,1,2,5,8,10,12,14,17,18,21,24,29,To determine my views and values and if there was a correlation on my choices of which puzzles to give the group.,I perceived nothing aside from what was explained. I am unsure of the actual purpose.,Christians,-8.388488721,4,49,1,1,1,-1
11/20/2019 12:01,11/20/2019 12:33,1875,2,23,6,3,7,9,3,5,3,5,3,,6,Middle Eastern,1,4,2,0,0,149.743,0,About a tornado in Florida,9,10,8,5,5,5,2,2,5,6,1,9,3,8,3,9,5,5,5,9,5,1,0,0,1,1,1,0,1,1,0,2,4,4,7,4,4,4,4,4,1,3,5,50,50,50,1,2,1,1,5,7,8,9,11,15,18,20,23,24,28,About how our society should act,No,The crowd,7.371407018,20,82,3,1,4,-1
11/20/2019 14:16,11/20/2019 14:51,2074,2,20,6,12,7,6,6,3,5,3,1,,1,,5,1,2,4.304,137.871,139.22,2,Younger people are not as involved with the religion they were raised in.,10,1,9,6,7,5,3,7,5,8,5,4,5,6,8,7,6,5,5,5,7,0,0,0,1,1,0,1,1,1,0,2,5,5,2,6,4,6,4,4,6,4,3,55,45,60,1,1,2,1,1,3,5,6,7,9,11,13,15,17,19,To see if spatial awareness correlates with religious beliefs.,No.,Christians,-1.91497818,11,86,2,1,4,-6
11/20/2019 15:24,11/20/2019 15:52,1679,2,20,6,11,7,6,4,5,2,5,3,,1,,5,1,1,1.73E-153,1.73E-153,6.01E-154,1.51E-153,Make sure you are prepared for the storm.,8,6,10,3,5,6,7,5,5,5,6,5,5,7,9,9,6,6,6,4,4,1,1,1,1,1,1,1,1,1,1,1,6,6,4,4,5,3,5,3,2,1,6,55,55,50,1,"1,2",3,1,3,4,6,9,12,14,18,21,25,27,30,I see how people with different views solve a problem.,no,LGBTQ,12.76420109,20,89,5,2,4,0
11/21/2019 15:02,11/21/2019 15:32,1819,1,21,6,11,7,6,5,5,3,4,4,"i'm Canadian, ""progressive conservative""",1,,5,1,3,1.74,270.729,271.574,6,Politics is full of hypocrites?,3,6,4,3,5,6,6,4,6,3,4,1,3,6,8,8,4,3,6,3,6,0,0,0,0,1,1,1,1,1,0,1,3,2,7,7,6,7,6,6,7,5,5,55,25,67,1,2,1,1,1,2,4,5,6,7,8,11,13,18,25,To see if my religious affiliation affected my answers,To see if I would give someone that I have different beliefs from harder puzzles to complete,atheist,-2.90092744,17,86,1,2,3,-6
11/21/2019 15:32,11/21/2019 16:24,3075,1,18,6,3,6,5,4,6,2,5,2,,3,,5,1,2,43.89,110.23,185.277,2,"The message is that Christianity is a religious group that's often practiced in homes, but as the children get older they lose the urge or need to practice it. Religion is decreasing overall.",7,10,7,3,9,6,9,9,8,6,7,9,5,9,6,6,5,1,6,6,8,0,1,1,0,1,0,1,1,1,1,1,5,4,6,5,7,6,5,6,3,5,4,45,70,83,1,"1,2",2,1,1,2,4,6,8,9,11,14,15,19,21,I think the purpose was to see how my brain would come up with a way to use the puzzles in order to complete each level of shapes.,I think it was about getting my brain to come up with different solutions and testing my ability to continue to try.,LGBTQ,4.953774497,21,109,3,1,4,-5
11/21/2019 16:31,11/21/2019 16:56,1474,1,19,6,9,7,7,2,6,3,5,1,,1,,5,1,3,0,0,158.786,0,Politicians should not be criticized for expressing their religious beliefs.,7,5,8,4,7,3,7,6,6,6,4,5,6,6,7,4,6,4,6,3,6,0,0,0,0,1,1,1,1,1,1,1,4,6,5,5,5,5,5,5,3,3,6,75,65,80,1,1,1,1,3,4,7,8,14,17,18,20,21,23,24,To see if society is biased towards certain religious groups.,No.,Christians,8.967847862,22,98,1,2,4,-1
11/22/2019 10:58,11/22/2019 11:24,1613,1,18,6,5,6,5,6,3,3,4,2,,1,,5,1,1,1.28E-153,1.43E-153,1.58E-153,1.28E-153,information about hurricane Irma passing through Cuba.,8,4,11,4,3,4,3,3,3,8,1,1,5,2,8,3,3,6,3,6,6,0,0,0,0,0,0,0,1,1,1,1,5,3,6,7,4,6,5,6,7,2,6,40,35,50,1,1,3,1,1,4,7,11,15,18,20,21,22,26,30,to study how different people think,"yes, i thought the experiment was about studying the different ways people see the world.",Atheists,-0.3889681263,14,71,0,0,4,1
11/22/2019 11:25,11/22/2019 11:47,1305,1,18,6,12,6,6,3,5,3,4,2,,1,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,"christians get more bullied and people get away with it because it is a popular religion, everyone just needs to mind their own business",8,2,6,7,2,6,3,6,6,8,3,1,5,1,9,5,5,5,5,7,5,0,0,0,0,1,1,0,0,1,0,2,5,5,7,7,1,4,5,6,7,1,2,40,43,41,1,1,2,1,1,5,6,8,11,14,15,20,21,29,30,how different groups of people solve puzzles,no,"11,000",-0.888438601,19,63,1,1,3,-1
11/22/2019 11:49,11/22/2019 12:19,1817,1,19,6,8,7,6,6,3,6,2,2,,1,,5,1,2,0,0,140.036,0,"The hurricane is still strengthening, prepare for the worst",9,1,8,7,2,6,3,2,8,8,4,1,3,3,8,7,4,7,5,9,5,0,0,0,0,0,1,0,0,1,0,-1,5,3,6,7,2,6,2,7,7,2,7,30,20,50,1,1,3,1,5,6,9,12,14,15,19,25,27,29,30,"See how perceptions change based on the presented information, and if it affects the way we analyze different things","seeing how political ideologies influences the responses given, and if there is a bias in how we assign the ISI puzzles",Christians,-4.070107317,9,58,0,1,0,1
11/22/2019 12:19,11/22/2019 12:54,2072,1,18,6,1,6,5,6,5,5,3,2,,1,,5,1,3,0,0,173.582,0,christinaity is declining in america,8,5,9,4,4,6,7,6,8,6,3,2,8,3,9,8,4,5,4,8,4,0,0,0,0,1,1,0,0,0,0,1,3,5,7,5,2,5,5,6,7,3,4,40,41,45,1,1,1,1,5,6,9,10,15,18,20,21,23,28,29,gaining insight on how different groups of people think and understand things,"no, how different people understand and feel about information",athiests,-1.229350278,13,66,1,1,1,0
11/22/2019 12:54,11/22/2019 13:20,1538,1,18,6,8,6,6,7,2,7,2,1,,1,,5,1,3,0,0,158.749,0,the news warning citizens affected by the hurricane of the danger and to be prepared.,10,1,10,3,5,5,8,7,6,6,4,2,5,6,7,5,4,8,4,2,6,0,1,0,1,0,0,1,1,0,1,2,3,5,4,4,7,4,6,2,7,2,5,80,70,90,1,,2,2,1,2,3,4,5,6,7,8,9,10,18,to study the familiarity and concept of using ISI's.,classifying a shape to a demographic group.,LGBTQ,10.55976853,6,93,2,1,4,-10
11/25/2019 10:52,11/25/2019 11:26,2041,1,21,6,10,7,7,2,7,2,6,2,,1,,5,1,2,0,0,138.25,0,"The differences in religious perspectives between the left and the right are causing disturbances, particularly surrounding the president and vice president.",7,4,6,3,3,5,3,2,7,6,3,7,2,7,3,4,4,5,3,7,3,0,0,0,1,0,0,1,0,0,0,1,5,3,6,7,2,5,1,6,3,1,5,35,65,30,1,,1,2,4,13,15,16,17,22,24,25,26,27,28,To determine participants' knowledge/reactions of current events and improve a spatial intelligence study measure,Exploring the impact of religious affiliation to perception (as it pertains to cultural events and logical thinking),Atheists,-0.4151134118,25,85,1,1,1,5
11/25/2019 11:28,11/25/2019 11:55,1658,1,25,1,3,6,5,2,2,6,6,4,,3,,5,1,1,1.58E-153,1.66E-153,1.28E-153,6.01E-154,people are losing faith in organized religion,6,1,6,5,1,5,4,2,9,9,1,5,5,6,5,1,1,9,1,9,1,0,0,0,0,0,1,0,0,1,0,-1,7,1,7,4,4,5,1,4,6,1,4,0,0,0,1,,3,,1,3,4,6,8,11,14,17,20,24,28,Stereotypes,"Yes, Perception of others and their beliefs",Christians,-3.038402545,16,63,0,1,0,-3
11/25/2019 11:58,11/25/2019 12:18,1216,2,20,2,11,7,3,2,6,6,6,1,,1,,5,1,2,0,0,139.037,0,the decline in the popularity of religion,7,1,7,1,3,1,3,3,9,1,1,1,7,1,9,6,3,7,5,8,7,1,0,0,0,1,0,1,1,1,0,1,4,5,6,7,4,7,7,5,7,1,5,69,30,80,1,"1,2",2,1,4,5,8,14,15,17,18,23,26,28,29,no idea,no.,LGBTQ,3.331396858,20,70,2,1,3,1
11/25/2019 12:59,11/25/2019 14:04,3897,1,19,6,8,7,5,5,5,5,5,2,,3,,5,1,1,1.28E-153,1.58E-153,1.51E-153,1.58E-153,"Pence has his way of thinking and that he believes that he shouldn't be ""attacked"".",6,6,5,7,4,8,7,3,5,6,4,5,2,6,7,9,3,8,6,7,6,1,0,1,0,1,1,1,0,1,0,2,5,3,7,5,1,5,1,3,7,3,6,20,19,20,1,1,2,1,3,4,7,8,15,18,19,20,21,25,30,Using your brain to figure out the puzzle(s).,Time management and organization.,Atheists,-3.253256837,16,77,3,2,3,-1
11/25/2019 14:21,11/25/2019 15:00,2320,1,18,6,6,6,5,5,5,3,5,1,,1,,5,1,3,0,0,159.742,0,"There is a dangerous hurricane coming towards the Florida, specifically the Key West, area. And due to this, people need to be taking shelter.",9,2,10,6,4,7,4,4,8,7,4,2,3,7,7,4,4,4,6,3,3,0,0,0,0,0,0,1,1,1,1,2,3,6,6,7,7,6,1,2,6,2,5,60,30,82,1,"1,2",1,1,5,6,9,14,17,18,20,21,25,28,30,to see how much a person's background relates to how they see and view different tasks and programs and see how it may be influence by spiritual beliefs,"I wasn't exactly sure, I did not expect to watch a video about the weather though",christian,3.98803175,18,77,0,1,5,1
11/25/2019 15:00,11/25/2019 15:24,1473,1,19,6,12,7,8,4,4,7,2,2,,6,Indian,5,1,3,0,0,162.826,0,that the vice president's personal religious beliefs being public is justified and allowed because they agree with his viewpoints despite the fact that it completely marginalizes a whole demographic of people who do not believe the same way.,2,10,2,8,2,7,6,1,9,9,1,1,9,1,9,5,1,8,2,7,2,0,0,0,0,0,0,0,0,1,0,1,5,2,7,7,1,7,4,7,7,1,3,17,5,10,1,"1,2",3,1,4,8,9,11,12,13,14,16,18,19,20,I believe the purpose was to see how my religious and political beliefs affected my responses and decisions to certain groups of people.,"No, I think the purpose was clear throughout the study, to understand how my religious/political/personal beliefs affected my behaviors, reactions and responses.",LGBTQ individuals,-9.410285642,11,42,0,0,2,-3
11/25/2019 15:24,11/25/2019 15:49,1480,1,21,1,1,7,6,2,6,6,5,1,,1,,5,1,2,0,0,139.399,0,There is a hurricane and Florida residents needs evacuate,9,11,10,2,7,2,7,7,2,2,7,7,1,7,5,6,6,4,6,2,2,1,1,0,1,1,1,1,0,1,1,2,3,7,5,3,5,5,7,7,2,2,6,81,81,79,1,"1,2",1,1,1,4,5,8,10,11,15,18,21,29,30,to see if the group we were given would effect the puzzles we give them,if our views impact the choices we make,atheist,12.17611789,19,118,4,2,4,-2
11/26/2019 15:02,11/26/2019 15:30,1719,1,20,6,8,7,2,7,1,7,1,3,,1,,5,1,1,1.58E-153,1.58E-153,1.73E-153,1.73E-153,Christianity is declining in the United States.,8,1,8,6,3,7,2,3,8,7,2,1,7,3,9,8,2,6,3,7,3,0,0,0,0,0,0,0,0,1,0,1,5,3,5,7,3,5,1,7,7,3,6,35,1,45,1,1,3,1,3,4,7,10,11,12,15,19,21,25,28,To determine if an individual's spatial awareness has any correlation to their religious affiliation.,Not really.,Christians,-6.026966939,4,50,0,0,2,-1
11/26/2019 15:31,11/26/2019 15:52,1309,1,20,6,11,7,6,1,7,6,7,1,,1,,5,1,1,1.43E-153,1.73E-153,1.36E-153,1.81E-153,"I would say that this news clip was targeting Trump in a poor manner. Yes, the news said sounds quite crazy, but everyone has a right to say what they are feeling about their own religion.",4,1,6,6,8,4,9,7,7,2,9,7,4,6,5,1,9,3,8,2,5,1,1,1,1,1,1,1,0,1,0,2,2,7,6,5,7,5,5,4,1,1,5,80,80,80,1,"1,2",2,1,3,4,5,8,10,12,14,18,19,21,30,To test one's mind physically and mentally,none,Aresiths,13.25670488,23,119,5,2,3,-3
11/26/2019 15:52,11/26/2019 16:54,3695,2,23,1,1,7,5,1,7,1,6,3,,3,,5,1,2,0,0,136.449,0,The message is that Hurricane Irma is strengthening over South Florida.,8,1,11,4,4,4,7,3,7,3,4,8,3,4,1,7,3,7,4,6,1,1,0,0,1,0,1,0,0,1,0,1,6,4,5,3,4,4,4,6,3,1,6,60,60,50,1,"1,2",2,1,4,5,6,7,13,14,15,18,23,25,27,My guess would be that the purpose of the experiments was to test hidden attitudes I may have toward certain people groups factoring in demographics about myself to see if there's an influence?,Not really.,LGBTQ+,8.974532199,27,89,2,1,2,-1
11/27/2019 10:51,11/27/2019 11:48,3390,1,18,6,10,6,1,7,1,7,1,2,,1,,5,1,3,0,0,162.305,0,That some people who were brought up religiously leave the church when they move out of their parents place,8,1,9,7,3,8,7,6,9,9,1,2,9,3,9,3,3,5,3,9,3,0,0,0,0,1,0,1,0,0,0,1,2,5,7,7,1,7,6,7,7,2,5,11,7,10,1,"1,2",1,1,4,7,9,10,12,13,15,17,19,21,27,To see how religious views impact opinions on other religious groups,I think the purpose of the experiment was to see my religious views and how that would impact my political views and how I treat people of other religions,Christians,-8.261879649,4,55,1,1,1,-2
11/27/2019 11:51,11/27/2019 12:57,3981,1,21,6,1,7,6,5,4,5,4,2,,1,,5,1,2,0,0,142.194,0,That the storm is coming in hard and it is only going to get worse as it gets closer to Florida.,7,6,7,6,5,6,6,3,8,6,3,3,5,4,7,6,6,5,4,6,5,0,0,0,1,0,1,0,0,1,0,2,4,4,5,5,2,6,6,6,6,3,4,30,25,24,1,"1,2",3,1,3,5,8,12,14,17,18,21,26,27,30,To gather people's understanding of current events and then to see how people respond to puzzles.,Seeing how people will respond to doing 2 completely different tasks,LGBTQ+,-4.063380568,14,75,1,1,3,1
11/27/2019 13:59,11/27/2019 14:22,1387,1,19,6,7,6,6,4,4,4,4,1,,1,,5,1,1,1.36E-153,1.58E-153,1.28E-153,1.28E-153,That more people are losing faith each day and breaking out into their own feelings.,8,3,7,6,7,5,7,6,4,6,4,6,3,6,8,5,8,5,5,4,6,0,1,0,1,0,0,0,1,1,0,2,5,4,7,3,4,6,6,6,6,3,5,50,65,60,1,2,2,1,1,5,9,10,11,13,14,18,28,29,30,to compare what puzzles people coud figure out and put them into groups based on that,no,christians,5.190900329,16,99,2,0,4,-1
11/4/2019 12:56,11/4/2019 13:27,1902,2,22,6,1,7,6,2,6,2,6,2,,1,,5,1,3,0,0,160.932,0,That religous beliefs should not play a role in politics.,9,7,8,3,3,6,7,3,8,8,3,3,2,6,7,6,2,4,3,7,3,0,0,0,0,0,1,0,0,0,0,1,2,2,6,6,1,4,1,6,3,1,5,35,30,45,1,"1,2",1,1,3,4,7,13,14,17,19,21,27,28,30,The first one was to understand how religous beliefs affect political beliefs and the second was to help with ISI puzzles.,The religious topic in the first experiment made me think that the purpose had to do with how religious beliefs are changing through generations and how those beliefs match up with political views.,Atheist,-3.157735139,24,73,0,1,1,1
11/4/2019 13:27,11/4/2019 15:18,6632,1,19,6,9,7,5,2,6,3,5,2,,3,,5,1,2,0,0,136.706,0,"As of 2014, most adults leave their faith (christianity).",8,1,9,5,6,7,8,5,8,8,6,4,5,4,7,3,4,6,4,6,3,1,0,0,1,1,0,0,0,1,0,2,4,1,7,6,2,5,2,6,7,5,5,22,19,21,1,"1,2,3",3,1,3,8,9,11,13,16,20,21,23,27,30,figuring out an individuals ISI,n/a,LBGTQ,-8.633636089,22,81,3,0,3,1
11/5/2019 14:49,11/5/2019 15:23,2048,1,21,1,9,8,5,4,4,3,4,2,,1,,5,1,1,1.73E-153,1.73E-153,1.88E-153,6.04E-154,The weather is bad and it is only getting worse and people need to be aware of the weather and be prepared for the weather coming their way.,11,8,11,7,6,4,9,9,4,7,4,2,4,2,8,7,6,7,5,2,6,1,1,0,1,0,1,1,0,1,1,1,6,6,2,5,6,6,7,3,7,3,2,50,50,50,1,2,2,2,1,2,3,4,5,6,7,8,9,10,12,To determine intelligence and current events,no,LBGQ,2.454219321,17,91,3,2,3,-10
11/5/2019 15:26,11/5/2019 16:09,2595,1,22,1,5,7,5,5,5,2,5,2,,3,,5,1,3,0,0,162.601,0,The new generation is so caught up in their daily lives that they really don't find religion to be as important as their parents do.,9,8,10,8,1,8,6,1,8,9,1,1,5,2,8,5,5,5,5,1,1,0,0,0,0,1,1,1,0,1,0,1,3,2,6,7,1,2,6,6,7,1,5,40,61,32,1,"1,2",1,1,3,5,9,11,14,16,18,19,20,21,30,To see what different religions think about different world issues and how they interpret different current world events,"No, I didn't perceive any other purpose to the experiment other than what was explained.",Christians,-0.2276286252,19,56,1,2,2,-1
11/5/2019 16:10,11/5/2019 16:52,2569,1,21,6,7,7,5,3,5,3,4,2,,3,,5,1,2,0,0,137.752,0,Some conservative Christians feel judged by others because they are serious about their faith,7,5,6,5,3,7,6,2,7,6,2,3,2,5,9,8,6,8,6,2,2,0,0,0,0,0,0,0,0,1,0,1,5,3,7,7,2,6,6,5,7,1,5,38,22,53,1,1,3,1,4,5,7,8,14,18,19,20,21,24,28,To test the ISI in different religious gruoups,N/A,Atheist,-0.2905074007,19,73,0,0,2,-1
11/6/2019 10:57,11/6/2019 11:22,1466,1,19,1,8,7,6,6,4,3,4,1,,1,,5,1,1,1.36E-153,1.66E-153,1.43E-153,1.65E-153,not to insult a persons religion,3,2,3,3,3,3,6,6,2,6,5,5,2,5,9,5,8,3,7,1,7,0,0,1,1,1,1,0,1,1,1,2,5,5,5,5,7,7,6,5,7,4,5,50,50,50,1,"1,2",3,1,1,2,5,6,9,11,14,20,22,25,29,i dont know,im not sure,christians,2.474063761,15,104,3,1,5,-2
11/6/2019 11:24,11/6/2019 12:01,2238,2,19,6,6,5,5,2,6,1,6,2,,3,,5,1,3,0,0,158.331,0,That a quarter of society thought of religion our changing from Christian to something new as time goes on.,6,2,10,2,8,8,8,8,8,8,5,5,5,4,7,5,5,4,6,3,6,0,0,0,1,1,0,1,1,1,0,1,4,4,5,5,6,6,4,2,7,4,6,30,28,50,1,"1,2",2,1,4,5,8,9,10,13,15,17,18,20,26,To make people think outside the box.,Thinking outside the box.,1,1.017429013,25,93,2,1,3,-4
11/6/2019 12:04,11/6/2019 12:28,1464,1,21,6,3,5,5,2,6,2,6,2,,3,,5,1,3,0,0,160.542,0,How strong the tornado is and how it will affect people.,7,6,7,6,2,8,5,4,8,8,6,5,5,5,8,5,9,7,7,1,9,1,0,0,0,0,1,0,1,1,1,2,5,5,7,5,1,5,4,6,7,4,7,40,17,36,1,,1,1,4,8,9,11,12,14,16,18,19,28,29,I think the purpose of the experiments were to try to to understand perception.,i think the experiment was about recognizing false data.,lgbtq,-0.8021683563,24,86,1,1,5,-1
11/6/2019 14:18,11/6/2019 14:54,2174,1,18,6,7,6,5,1,6,1,6,1,,1,,5,1,1,6.04E-154,6.01E-154,1.66E-153,1.88E-153,"Mike Pence claiming that Jesus talks to him, and portraying Christianity in a way that is not normal. He also states beliefs that Christians have had for years.",6,8,9,3,5,5,7,6,3,5,4,3,5,6,4,4,4,6,6,6,5,0,1,0,1,1,1,1,1,1,0,2,3,6,5,5,3,6,5,6,6,3,4,50,30,50,1,1,1,1,3,4,7,10,12,15,18,20,21,25,28,To use materials in a creative way,"Expanding creativity, looking at things from different perspectives",Atheists,-1.2975832,26,95,3,2,4,-1
11/6/2019 14:54,11/6/2019 15:17,1372,1,21,6,9,7,5,7,4,6,1,3,,1,,5,1,2,0,0,142.924,0,There is a hurricane in florida it will hit the florida keys then work its way up flordia also tornados,8,1,9,3,2,7,3,2,7,9,2,1,6,1,9,5,4,5,3,6,2,0,0,0,0,0,0,0,0,1,0,1,4,3,5,7,3,6,6,6,7,5,5,45,2,71,1,"1,2,3",2,1,3,4,8,10,12,13,15,17,21,29,30,to see how people view the reliability of the news based of their religious or political groups to also see what pictures ou assoicate with those groups,to see how and if people trust daily authority such as a weatherman,Christian,-5.00123358,8,55,0,0,2,-1
11/6/2019 15:17,11/6/2019 15:52,2098,1,21,6,12,7,5,7,2,3,1,2,,1,,5,1,2,0,0,136.311,0,Less people are christian than before.,8,1,8,4,3,4,6,6,6,7,3,1,5,4,8,6,6,5,5,1,5,0,0,0,1,1,0,1,0,1,1,1,4,2,3,7,4,5,6,3,6,2,3,40,36,39,1,"1,2",3,1,9,10,13,14,15,17,18,19,20,22,25,"To see how religion may affect opinions, and to see if the group the puzzles were to be selected for affected which puzzles were selected.",no,LGBTQ,-2.522569133,9,83,2,1,3,0
11/7/2019 15:01,11/7/2019 15:30,1725,2,19,6,5,6,2,6,4,6,4,3,,1,,5,1,3,0,0,162.37,0,Christianity is declining,7,1,8,6,3,6,4,5,7,8,3,2,6,5,8,6,3,6,2,6,3,0,0,0,0,0,1,0,0,1,1,2,4,3,2,6,4,6,1,5,7,5,5,30,30,30,1,"1,2,3",1,1,1,3,5,8,9,12,14,20,21,22,30,to learn our beliefs and to determine puzzles to select for future experiments,no,college students,-8.909840608,12,65,0,1,4,-2
11/7/2019 15:30,11/7/2019 16:01,1872,1,18,3,4,6,2,4,4,5,5,3,,1,,5,3,1,1.80E-153,1.43E-153,1.73E-153,1.73E-153,to be careful and to be prepared for tornadoes in to possibly even leave the state of Florida for the time being,5,8,6,5,4,3,7,6,7,6,2,2,4,3,5,6,5,5,5,6,4,0,0,0,0,0,1,0,0,1,0,2,4,4,5,4,3,5,4,5,6,2,4,29,37,25,1,2,3,1,3,7,8,10,15,16,21,22,23,27,29,to see which were the most common puzzles selected at random,no not really,i can not remember,-1.218908408,16,81,0,1,3,1
11/7/2019 16:01,11/7/2019 16:24,1377,1,18,6,10,5,6,5,5,3,5,1,,1,,5,1,3,,,,,there are people that are always going to disagree or have different opinions on peoples religious and political views,8,1,9,6,5,4,8,8,6,4,9,8,4,4,7,2,8,4,8,2,8,1,1,0,0,1,0,0,1,1,1,2,5,6,7,7,4,5,7,5,7,6,5,52,46,45,1,"1,3",2,1,1,4,7,10,11,13,14,16,19,26,30,to show what level of difficulty puzzle you can accomplish,religion and solving methods,i dont remember,1.5997012,18,113,3,0,5,-2
11/7/2019 16:25,11/7/2019 16:54,1719,1,20,6,1,7,2,4,4,4,4,3,,1,,5,1,3,0,0,161.914,0,hurricane irma,9,1,10,7,3,7,6,6,6,8,3,1,8,4,8,2,8,7,4,3,4,0,0,0,0,0,0,1,0,1,0,2,4,5,7,7,3,4,5,5,7,3,4,19,12,20,1,1,2,1,1,2,3,5,6,9,13,14,18,21,30,to do a puzzle,i don't know,LGBTQ,-2.975498797,16,76,0,1,3,-4
11/8/2019 10:58,11/8/2019 11:45,2803,1,19,6,6,6,5,3,6,2,6,1,,1,,5,1,1,1.51E-153,1.66E-153,1.81E-153,1.28E-153,The message I received was that the left was discriminating Pence for his spiritual beliefs because they don't align with the new social norms.,7,6,6,4,6,4,7,6,4,5,4,5,4,8,6,4,4,5,5,5,4,0,0,0,0,0,1,0,1,1,0,1,4,3,4,5,4,3,4,5,6,4,3,55,40,60,1,"1,2",1,1,1,2,3,8,9,14,15,18,20,21,30,To see if there was a correlation between ISI and certain demographics.,I did not perceive any other knowledge.,Christians,-0.3523846556,23,98,0,1,3,-3
11/8/2019 11:47,11/8/2019 12:27,2408,1,19,6,12,7,6,1,7,1,7,1,,1,,5,2,2,0,0,137.97,0,The number of Christians in the United States is declining.,6,1,8,7,3,5,2,3,9,4,5,3,4,3,8,5,2,5,5,9,2,0,1,0,0,0,0,1,1,1,1,2,4,5,7,5,4,4,1,1,4,1,4,61,40,91,1,,,,3,4,5,6,8,9,11,18,19,20,21,I believe that the purpose of the experiments was to learn more about crowd sourcing.,I did not perceive any purpose other than what was explained.,Atheists,8.468510703,28,62,1,1,5,-5
11/8/2019 12:28,11/8/2019 12:57,1791,1,19,6,12,7,5,5,5,3,5,2,,1,,5,1,3,0,0,161.185,0,"there is a decline in those practicing not only faith in general, but primarily Christianity",8,1,9,5,4,6,6,7,8,8,2,2,7,3,8,6,5,5,6,4,5,0,1,0,0,1,1,0,0,1,0,1,3,3,6,6,4,7,6,5,7,3,6,15,20,30,1,1,3,1,1,3,4,6,8,9,10,12,15,17,19,"I believe it was to see how different minds work across different demographics, religions, etc.",No,Atheists,-4.218647417,18,72,2,1,2,-7
11/8/2019 12:58,11/8/2019 13:22,1462,1,22,6,1,8,2,6,1,7,1,2,,1,,5,1,2,0,0,139.007,0,The left is the intolerant group not accepting religion,4,1,3,6,2,5,1,1,5,6,4,1,5,1,9,9,1,9,1,6,1,0,0,0,0,0,0,1,0,1,0,1,4,2,6,7,3,5,6,3,7,1,6,30,11,51,1,1,3,1,6,7,9,10,12,14,15,18,25,28,30,I'm not honestly sure,religion,Christians,0.1487538833,5,51,0,1,2,-1
