id,iv1_write,iv1_text,iv2_threat,comprehension_question,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,crt_naive,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_7,nfc_8,nfc_9,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_17,nfc_18,fii_1,fii_2,fii_3,fii_4,fii_5,fii_6,fii_7,fii_8,fii_9,fii_10,fii_11,fii_12,reaction_time_crt_1,reaction_time_crt_2,reaction_time_crt_3,reaction_time_crt_4,reaction_time_crt_5,reaction_time_crt_6,reaction_time_crt_7,nfc_fii_naive,age,gender,god_belief,certain_of_god_belief,prayer_frequency,prayer_duration,religious_attendance,religious_affiliation,previous_knowledge,purpose_guess,purpose_guess_certainty,start_time,end_time,nfc_total,fii_total,crt_total
201,1,"When my grandfather died, I fell into a deep depression. He didn't die unexpectedly or violently, it was just that I had a hard time coping with his death. We were very close and I treated him like he was my second father. A few days after his death, I had a dream about him. In my dream, I wasn't aware that he was already dead. When I saw him, I suddenly felt sad. He then asked me why. At that moment, I realized that he was already dead and that I was dreaming. Then before he faded away, he gave me a hug and told me not to worry so much. When I woke up, I felt a sense of comfort. His hug felt real. The dream gave me the strength I needed to cope with his death. From then on, I knew that he just didn't die, he was in a safe place.",1,2,0.05,5,47,4,31,20,3,1,4,4,2,1,2,4,2,2,2,4,4,1,2,5,3,3,2,4,3,3,3,3,2,3,4,4,2,4,4,4,3605,2378,6950,3467,3236,6050,9499,2,30,2,1,5,3,5,4,Roman Catholic,I didn't know anything about this experiment before participating.,I think this is about religious belief and personality,4,2017-05-26-20-27,2017-05-26-20-37,67,39,6
202,2,"Well, I guess everyday would simply be work. I get up, have coffee, read the paper, shower and get dressed and then drive 26 miles into, usually  at 6 am, the first man into the office. Then over the next hour everyone else arrives and greets me, in some way it the most pleasant part of the day; that social hour when everybody is awake and refreshed and sharing the first cup of coffee before the brunt of the days work and events befall them.",2,2,0.1,100,47,4,30,10,3,2,5,5,1,1,1,5,2,2,1,5,4,1,4,5,5,5,2,4,2,4,3,4,3,4,4,4,4,4,4,4,11812,39984,24086,84155,44890,16824,46495,2,54,1,1,2,2,2,2,Baptist,"I knew nothing, coming into it writing was mentioned, but nothing about religion.","Correlate religious belief, demographics and math competency?",3,2017-05-26-21-01,2017-05-26-21-17,76,44,3
203,2,"The day before yesterday, my family and I took at trip up to Acadia National Park. Before we got into Bar Harbor we stopped into an Elsworth, ME grocery store and ordered fresh fried chicken with some sides to eat for lunch. We had to wait 25 minutes as the store had no fresh chicken to grab and go. After we got the food we stopped at the dollar store for plates and napkins. Our first stop upon entering the park was Sand Beach. We all enjoyed the view and played in the water as well as searched for sea glass and other treasures. It was really fun. This was actually our second trip in 2 weeks. Although we had aimed to get to our destination a lot earlier than the last time, we did manage to arrive at the beach an hour before the last time. We spent roughly an hour at the beach before heading to another nice spot to pick through sea shells. The view at this stop was amazing! Once done we picked up and headed for our final destination, Cadillac Mountain. The peak of the mountain is breath taking and a great place for really awesome pictures of the ocean, islands, and the village of Ba",2,2,0.1,5,47,6 days,30,10,2,2,5,5,1,1,1,5,1,2,5,1,5,1,4,5,5,5,1,4,4,4,4,4,3,5,4,2,4,5,5,5,11961,12772,26779,67391,25481,41703,34898,2,34,1,1,5,2,6,3,Catholic,story writing and personality,I think this study is investigating thought patterns to religious belief,4,2017-05-26-18-23,2017-05-26-18-39,71,49,2
204,2,I wake up every day and have my coffee. I turn on the news and see whats happening around the world. I answer my emails and get ready for work. I head to work and help people with there computer needs.,2,2,0.1,100,24,6,1,100,2,2,4,4,2,4,4,4,2,4,4,4,4,4,2,4,3,2,4,2,4,4,4,5,2,4,2,4,4,4,4,4,7586,3400,5050,6254,4064,6370,7925,2,31,2,1,7,5,5,3,christian,not sure,Testing what information we know,2,2017-05-26-17-41,2017-05-26-17-53,53,45,0
205,1,"There was a time where I entered an empty room in my house, and I thought I saw the shadow of my grandfather sitting there. Although I don't believe in ghosts and it's very possible that I was simply seeing things since I didn't have my glasses, I couldn't shake off the feeling of creepiness of seeing that shadow. I could have sworn that the shadow was resting in the rocking chair, maybe even moving a bit. I left almost immediately but the sight is seared into my mind. I told a friend about this and they said it could have been a spiritual sign that my grandfather was going to pass away soon. I am not affiliated with a specific religious organization, but I am agnostic, I believe there could be a greater power out there who sends out messages to people.",2,2,0.1,5,47,4,30,20,2,2,2,4,2,5,2,2,5,4,4,4,4,2,2,4,2,5,4,4,4,5,4,4,4,4,4,5,3,5,5,5,14719,11996,19701,99941,8556,19847,28676,2,20,2,0,5,1,1,1,Agnostic,That it would have to do with writing and my personality,I think the purpose of this study is perhaps to relate a person's personality with their level of religious affiliation.,3,2017-05-26-22-09,2017-05-26-22-27,45,52,4
206,2,everyday i go to the gym and workout it helps me stay fit and strong so that i can keep up with my kids also it makes me feel less giluy just sitting around all day at my desk job going to the gym makes me happy and makes me feel alive some days it hurts me loo,1,2,0.1,100,24,5 days,15,10,1,1,3,4,1,4,3,4,2,2,5,4,4,2,5,4,5,4,4,2,4,5,4,5,4,4,5,3,4,3,4,4,14672,4553,9260,26939,14917,19064,23334,2,36,2,1,7,4,3,5,christain,none,?,5,2017-05-26-17-37,2017-05-26-17-56,60,49,0
207,2,"I typically wake up around 8am. I start my day by letting the dog out and brewing a cup of coffee. After drinking my coffee I take my dog for a walk. When I return home I usually shower then make breakfast. After breakfast I go to work for 8 hours. On the way home from work I usually go to the grocery store. When I return home I let the dog outside, then make dinner. After dinner I browse the internet and check emails. After that I watch T.V. or Netflix for about 2 hours. I then go to sleep for the night.",1,2,0.1,5 minutes,47,9,1,30,3,2,2,2,3,3,3,2,4,2,4,4,2,2,2,4,2,4,5,4,4,4,4,4,4,4,4,4,2,5,4,5,13033,41666,80265,74293,16931,23949,43240,2,35,2,1,7,3,6,2,Spiritual,Did not know anything other than that it involved a writing task,No clue at all what the study was about.,1,2017-05-26-17-42,2017-05-26-18-03,44,48,3
208,2,Every week day I wake up at 7:00am. I have a quick shot of espresso and then get dressed and go to the gym. Depending on the day of the week I am either there for an hour or an hour and a half to two hours. When I leave I am always tired and hungry but feel very good about myself. This is an activity that if I do not do it it messes with my day. I seem to be able to focus better on days that I have gone to the gym. I also do not get food guilt on days that I go to the gym.,2,2,1.05,5 mintues,47 days,4 days,29,$10,3,1,4,4,2,2,2,4,1,2,2,5,4,2,4,3,4,2,2,4,4,4,3,4,2,4,4,3,3,4,2,5,50248,10314,12266,40783,21171,49624,46662,1,30,2,0,4,1,1,1,agnostic,I was ignorant to the experiment before taking it,I think the study has something to do with ones perception of self. I am just guessing I honestly have no idea.,2,2017-05-26-20-25,2017-05-26-20-40,69,42,5
209,2,"I go to the grocery store every week, typically on Thursdays.  These are the times where I make a list of groceries and meals for the week, and then I proceed to go and get all the supplies and ingredients for my meals.  It is not my favorite thing to do, but I like when my house is stocked and the kids have things to eat and meals prepared for them.  I love being a mom and preparing food and having groceries in the house is part of what I do as a mom.  It is a joy I have in my life.",1,2,0.05,5,47,3,30,10,2,1,2,2,4,4,4,2,4,4,4,2,2,2,2,2,2,4,4,2,2,4,4,4,3,3,4,4,2,4,4,4,4216,3985,4432,5001,3309,19368,8787,1,35,2,1,7,5,4,1,Christian,nothing,unsure,1,2017-05-26-17-40,2017-05-26-17-56,36,42,3
210,1,"I remember in my high school english class, our teacher assigned us to read part of the new testament.I read a few gospels like the Book of Mark, the book of Matthew, and some others. I was moved when I read the different gospels. I felt all tingly and a slight sensation in my chest. I knew it was not heartburn but I knew at that point I wanted to follow Jesus Christ and his teachings. I felt different for a while and special. I prayed to God since then to help me in tough times. I think this spiritual awakening kept me out of trouble during my high school years. I am forever grateful for that.",2,2,$0.10,100 minutes,24 days,12 days,30,20,2,2,2,3,1,3,2,2,1,2,3,4,4,4,3,4,4,2,5,4,5,5,5,5,5,5,5,5,4,2,2,4,16770,14150,48892,39523,18757,48384,23090,2,32,2,1,5,3,3,2,christian,It was about story telling and psychology.,Religion in America,2,2017-10-06-00-35,2017-10-06-00-51,57,52,1
211,1,"I grew up in a Christian family. I was raised to believe in God but I don't think that I personally believed in God until my senior year in high school. I was agnostic at best and was heading in a downward spiral in a life of drugs. I wasn't sure what I wanted to do with my life and became very depressed. I wanted to quit all the drugs I was addicted to and start over with my life, but I didn't know how because I was so addicted. I decided to go to a church retreat one day and it was at this retreat that I decided to accept Jesus as my Lord and Savior. At this retreat, one thing that I prayed to God for help with was being able to quit smoking cigarettes. When I prayed that prayer, I felt some weird sensation as if something was leaving my body. Ever since that day, I never had a single nicotine craving ever again. This greatly helped my belief and faith in God.",1,2,0.1,100,47,9,30,20,1,1,3,4,3,3,3,2,4,3,4,2,4,3,2,2,2,4,4,4,4,3,3,4,4,4,2,4,4,4,3,4,10843,4396,11894,17521,6528,34643,11890,2,29,1,1,7,5,11,6,Presbyterian,I didn't know anything about this experiment.,I have no idea.,1,2017-10-05-21-41,2017-10-05-21-52,44,43,2
212,2,Every day I ride a bus to and from work.  I have about an hour and a half on the bus each way.  It is interesting because I meet different people and have time to talk.  It's something that I have grown to enjoy which I would probably miss if I didn't do it anymore.,2,2,0.05,5,47,4,15,0,2,1,4,4,1,1,1,5,1,4,1,2,4,1,4,4,4,5,4,4,2,4,2,2,4,2,2,1,2,2,2,2,9093,6568,7269,18151,9515,12274,25168,1,36,2,1,6,4,3,2,Christian,Nothing,Not really sure,1,2017-10-05-22-09,2017-10-05-22-20,66,27,4
213,2,"Every day I drive my husband to work in the morning, and pick him up when he texts me to say that he is finished for the day. It always makes me feel happy when I get the text that he's coming home. He is always smiling when I arrive and we are so happy to see each other. We always look at the little houses along the drive home, picking one that we would love to own and live in together. Seeing him again is the most pleasant part of my day.",2,2,.05 cents,5 minutes,47 days,8 days,30,10,2,1,1,1,5,5,5,1,5,5,5,1,1,4,1,1,1,5,4,1,4,2,5,5,5,4,5,5,2,5,4,5,7247,6539,6914,8476,13321,16460,6310,1,69,2,1,7,4,8,2,catholic,not sure,I'm really not sure but it might be a correlation between personality and religious beliefs?,2,2017-10-06-04-33,2017-10-06-04-44,19,51,3
214,2,"Every weekday I wake up at 6am to get my two toddler boys ready to head off to head start. I help them get dressed, then we go to the bathroom so they can brush their teeth, wash their cute little faces and put water and coconut oil in their curly hair. Then me and my boys wait for the school bus to pick them up, by this time my 8 year old daughter is awake and she helps me put them in the bus. Once they are in the bus and the bus takes off, my daughter runs after the bus hysterically waving and screaming good bye. That always make me smile and laugh seeing how crazy and fun my daughter is. After this I wait for my daughter to shower, get dressed, and eat breakfast then I go drop her off at school.",1,2,0.1,5,24,6,1,20,1,2,2,2,4,4,4,1,5,4,4,3,2,2,2,1,2,4,4,4,2,3,4,4,2,4,2,3,2,2,3,2,6961,4797,7077,35424,24460,35795,264906,1,30,2,1,7,6,4,6,Christian,i didn't know anything,Peoples personality and what their daily life is like.,2,2017-10-06-04-46,2017-10-06-05-06,34,33,2
215,1,"What are some religious beliefs or pursuits that might give meaning to life? 5. ... You are happy with this life, and you would have no problem living the ... A mid-life crisis or a â€œspiritualâ€ crisis, for example, will often involve larger ... But the best we can do here is consider some dominant themes of these ...",2,1,35,500,50,15,50,50,1,1,1,2,1,5,2,4,1,2,1,2,4,5,1,2,2,2,4,4,4,4,4,1,1,4,4,2,2,4,2,2,52360,15763,34121,10212,13478,9192,4652,1,25,1,1,4,5,7,6,cheristin,"You are being invited to take part in a research study about ..... You should know, however, that there are some circumstances in which we may have to .... You may/may not (please indicate choice) take part in this study if you are curr","I then elicited the participation of willing undergraduates, who were informed that this was an experiment in ""cognitive science"" (which is both ... stanza of the poem, and was",3,2017-10-06-04-27,2017-10-06-04-53,49,34,0
216,1,"I've been told all my life that angels are all around us.  I never thought I'd see on in person.  However, one day I was at the hardware store.  I was distressed because I had tore up the cord on a new $200 vacuum I had received as a gift.  I wanted to get it fixed but didn't have much money.  There was a man in the aisle and I mentioned my problem to him.  He told me exactly what to do and helped me find what I needed.  I went home and fixed it easily and quickly.  At that time I knew I had encountered an angel.  The vacuum still works 25 years later.",2,2,0.05,5,47,4,29,20,3,1,1,1,5,5,4,1,5,5,5,2,2,3,1,2,2,4,3,1,4,4,5,4,4,4,2,5,2,4,2,4,8742,2536,4069,5058,4806,4055,6144,1,57,2,1,7,6,3,5,Baptist,nothing,Personality vs. religion,2,2017-10-05-23-50,2017-10-06-00-01,27,44,7
217,1,"As a teenager I began to seriously doubt my upbringing as a devout Christian.  Many of the stories didn't seem to add up and all those around me who claimed to be Christian would only do so when it was convenient for them.  I permanently pulled away from the church when I moved out at the age of 19.  I had no ill will towards the church as it did bring me closer to my community, but I simply did not believe in its' teachings.",1,2,0.1,5,47,4,29,20,3,1,3,5,1,3,2,4,2,3,3,4,4,1,1,3,3,3,4,4,4,4,4,4,4,3,3,3,4,5,3,5,9686,4499,3392,2890,3545,3170,7774,2,33,1,0,7,1,1,1,Agnostic,Nothing,Religious study,6,2017-10-05-22-06,2017-10-05-22-18,59,46,6
218,1,"As I am learning mediumship, it is critical to learning how to connect with the superconsciousness where the spirit resides. This is very different from the lower psychic realm energically. It feels so need and powerful when I make that link with spirit. It is amazing how easy it is to do!",2,2,10,5,47,4,29,20,3,1,5,5,1,2,4,5,2,2,2,5,4,1,4,5,5,3,1,4,4,4,4,4,3,4,4,3,3,3,3,4,4126,3357,3457,3425,4375,22773,16814,1,44,2,0,2,4,4,1,none,unsure,unsure,1,2017-10-05-15-04,2017-10-05-15-15,74,43,6
219,1,"I had been Christian, then Atheist, then Buddhist. I had gotten to the point where I didn't believe there was really a God but I wanted something to believe in. But that, said there were things that happened that didn't correspond to a world without a Creator, or complete inner connectedness. For instance, one day I was driving my kids to school. On the way to the school, something deep inside me told me to slow down because I was going to get into an accident....so I slowed down. Within two seconds of pushing down on the break a white SUV almost ran me off the access road. I felt exhilaration and fear all at once. My feeling and inner voice had been validated. From that moment on I could not stop thinking of how. How does science explain something like that? What is it that informed me to slow down? Was it God? An angel? No. I had to acclimate it to my beliefs in a way that worked. For me, science was the answer. So my thought from that moment was that there was a level of consciousness that we are all connected to that can relay information at the subconscious level. To me, that consciousness, which reaches into each and every one of us as if our minds were antennas, was the equivalent of God.",2,2,0.1,100 minutes,47,7,29,$20,2,1,1,2,4,5,3,1,4,3,4,3,4,1,1,4,2,4,4,3,5,5,5,5,4,5,4,5,4,3,4,4,13247,17531,10344,7775,16009,64578,22485,1,44,2,1,6,6,3,4,Christian -pro,Nothing,Is intelligence related to religiosity,2,2017-10-05-15-04,2017-10-05-15-17,40,53,3
220,1,"My cousin and I played with a Ouji board.  The room got cold, the cat started acting crazy, and my cousin so a red-robed figure in the mirror.  Beings were trying to push us over, and his roommate's CD player popped open by itself.  He saw a code in his head, so he wrote in on a piece of paper and set it on fire in a pot. Everything stopped, but we had trouble sleeping that night . It helped me to believe there is more to reality than we might think.",1,2,0.1,100,24,9,45,$30,3,2,5,5,5,1,1,5,1,1,1,5,5,1,4,5,5,1,1,2,2,5,5,5,5,5,5,4,1,5,5,5,18352,6417,20124,28125,39161,18734,42709,2,36,2,0,5,6,7,1,Agnostic,I would need to write.,Do people overestimate their intelligence?,3,2017-10-06-00-25,2017-10-06-00-37,80,52,1
221,2,"A typical day in my life starts at five in the morning when I wake up to my alarm. Once up, I get coffee and my i-pad and go back to bed to drink the coffee and check e-mails and the news. Following that I shower, dress, and leave for work. I work in a Middle School as a math specialist support person for seventh and eighth graders. My mornings are spent attending math classes to assist students in class and then conducting assisted study halls to support children who need further understanding of concepts. After work, I travel home to make dinner, watch movies, and prepare for another day at school. I also make phone calls that need to be done and I do little bits of housework so that everything isn't left to the weekend. I typically go to bed between 9:30 and 10:00 and get sleep until that alarm goes off again.",2,2,10,5,24,6,30,10,2,2,4,4,2,2,2,4,1,2,2,4,5,1,4,4,4,2,1,4,5,5,5,4,5,5,5,5,1,4,4,5,5463,3981,4550,21571,12906,40600,17927,1,58,2,1,6,6,6,1,Catholic,"I didn't know what the experiment was about. I thought I was writing, reading, and answering questions about what I read.",I would suspect how people answer math questions and their writing style affecting how they perceive themselves.,3,2017-10-06-00-04,2017-10-06-00-20,72,53,1
222,2,"It's Saturday so there's no alarm set for a waking up time. But my daughter (who is only two) doesn't understand the whole ""sleeping in"" thing, and her internal clock says it's time to get up. She physically pushes one of my eyelids up so she can see my eyeball. ""Will you wake up with me?"" she asks innocently. ""Mm"" is my reply, and I close my eye and try to pretend she's not really there. But she touches me again, with both of her hands on my chest, and pleads, ""mommy...will you wake up with me?"" So, I force a smile and say ""yes"". But I move slowly, sloth-like because really I just want to sleep in. When I was pregnant my friends said I would never sleep in again. I thought they were exaggerating. They weren't. Unfortunately, they weren't.",1,2,0.1,5,47,4,30,20,3,1,4,4,2,3,2,4,2,4,2,4,3,2,4,4,4,2,4,4,4,4,5,5,4,5,4,5,4,2,2,2,8216,7152,11505,93126,7802,75701,31738,1,45,2,0,2,1,1,1,secular humani,nothing,what kind of stories different personality types tend to write?,2,2017-10-06-04-30,2017-10-06-04-46,62,46,5
223,1,"Last year I was reading a book called, ""Uninvited"". It was about loneliness and exclusion, and I particularly read a chapter on ""having God's grace fill the holes"". But I didn't know what that meant. So I asked God to show me.~~The next morning, He did. See, there were people I got rid of in my life, that left a huge gap there. There was nobody to show grace to, or to forgive. But there was healing that needed to happen still. So I asked God to heal it. And He did.",2,2,0.05,100,47,9 days,1,20,3,1,5,5,1,1,1,2,1,4,1,5,5,1,5,5,4,1,1,5,2,2,3,4,5,5,3,4,3,1,5,1,25429,6729,12610,22903,15390,156711,47136,2,24,2,1,7,6,5,6,Nondenominatio,"Well, it said it was about writing and personality, and so I thought, ""I like writing, and I like personality. Sounds good to me.""",The purpose of the study was to look at how different kinds of minds and personalities respond to different kinds of issues.,5,2017-10-06-04-28,2017-10-06-04-45,78,38,4
224,1,"yse, I belive god very much, because god is every thing",1,1,1.1,100,24,18,15,10,1,1,2,1,2,1,1,2,2,4,4,1,1,2,4,4,4,1,2,2,4,1,1,3,4,1,2,1,1,4,1,2,16099,29811,823827,22843,17063,30251,15326,1,23,2,1,7,5,9,5,good,opinion,,,2017-10-05-15-12,,54,25,0
225,1,"Many years ago, I woke up terrified after a nightmare in which the face of the actor, Jack Cassidy, had huge bright red eyes, very scary and gave me a horrible feeling.  I had no real interest in that actor and can't think of any movies he was in. He was best known as the father of David and Sean Cassidy who were teen heartthrobs, though my taste was more for rock stars like Mick Jagger.  A few days after the nightmare, I heard on the news that Jack Cassidy had died of a fire and knew my dream had meant something.",2,2,1.1,5 minutes,47,4 days,29,$20,3,1,4,4,1,1,2,5,2,2,2,5,4,1,5,5,5,2,2,2,3,4,4,4,3,4,4,4,2,5,4,5,22386,36078,10342,66927,21633,55643,38986,2,60,2,1,3,5,5,1,"None, agnostic",I knew nothing,To see if people answer honestly,2,2017-10-05-22-26,2017-10-05-22-43,76,46,6
226,2,"I help out a homeless person named Doug. He's not your typical homeless person on drugs or alcohol.  He's down on his luck after breaking up with his girlfriend.  I have been helping him get back on his feet and to move back home so that he can get back into school.  I pretty much do this every day. Help people out.  I should hope that in times of need, people will help me.  Today is Doug's birthday. I will meet with him and buy him a meal.  Next week he is flying out of this city.  I wish him well.",1,2,10,100,24,2,31,10,3,1,3,4,4,5,4,2,4,4,3,4,5,4,5,4,4,4,4,5,2,4,5,4,4,4,5,5,4,4,4,5,3357,3716,2546,3224,14358,3521,15249,1,33,1,1,7,6,4,1,none,nothing,Our views on religion and ourselves.,3,2017-10-05-22-06,2017-10-05-22-15,49,50,1
227,2,"I wake up, I cook breakfast while watching morning news. Then I study for classe.",1,2,$1.10,5 minutes,The patch doubles in,4 days,29,$10,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,22978,30727,53031,23768,44940,40940,19108,2,35,2,0,4,2,5,2,n/a,None,math skills,2,2017-10-06-01-33,2017-10-06-01-45,50,48,3
228,1,When I was older I joined a specific church. To join this church I had to be immersed in water and be baptized. When coming up out of the water I knew then that I had chosen correctly. I felt the presence of God all around me. And I knew he was my God. Since then that feeling has stayed with me and has grown to be a great part of my life. I have remembered this experience and when I need to rely on that feeling it comes back to me.,1,2,10,100,47,4,15,10,2,2,4,5,2,1,2,4,2,2,4,4,5,2,4,4,4,2,1,4,2,2,2,2,3,3,4,2,3,4,4,5,4310,4154,7996,77537,18561,14261,21956,1,67,2,1,5,2,2,2,Methodist,Nothing,Understanding personality and religious beliefs,2,2017-10-05-15-15,2017-10-05-15-28,70,36,2
229,2,"A typical day for me consists of getting about around 6:15.  I'm usually pretty groggy, so for the first 5 minutes I'm sort of in a funk, where I fumble for the remotes I need to put on the morning news.  I enjoy having the weather and traffic reports playing as I get dressed, and fix myself some breakfast.  By the time I'm ready to leave for work, it's still dark out: around 6:45 am.  I feel a sense of peace, as it is still quiet and calm outside.  This experience doesn't last long, however, as by the time I arrive at work, usually around 7:15 - 7:20, rush hour is in full swing, and I prepare myself for the regular hustle and bustle of the day.  I mostly write code for a living - ""computer programmer"" would be an easier way to describe this to someone who doesn't know what 'code' is.  My job is to automate common tasks that my team members perform routinely, in order to find and gain efficiencies in our daily work.  This is the part of the job I enjoy the most.  I love automating routine, mind-numbing, boring tasks so that the machines do it, freeing up the humans to do more complex, thought-provoking work.",1,2,0.1,20,24,9,30,10,2,1,5,4,2,2,2,3,2,2,2,4,5,2,4,5,5,2,4,3,3,4,4,3,3,4,3,3,2,3,4,3,94569,113523,15805,22254,13349,30946,23229,1,47,1,1,6,2,3,2,Catholic,"Before participating, I wasn't sure what it was about.","Can't really tell - involving some type of misdirect, but not sure what.",2,2017-10-06-02-10,2017-10-06-02-29,69,39,0
230,1,"It was early morning, and too dark to see a clock, so I don't know the time by men's counting. But it was before the rooster crowed, so maybe 3 or 4.~~~~The fire had burned itself into a thick layer of ash, with just a few sparks left. I had always before awakened before the fire got this low, when embers still glow red from the fire alive within them.~~~~Lesson Of The Fire~~~~As before, my hand reached for kindling to stoke the fire. Upon the smaller wood I placed a larger log so my sleep would be longer un-interrupted.~~~~At the click of a lighter, the gasses gathering above the ashes burst into flame, and I could get back under warm blankets.~~~~But there was no sleep, because thick, acrid air alerted me through my senses that something was amiss. This hadn't happened before, not this season. The beam of my flashlight caught a cloud of smoke rising in the yurt. The smoldering log bellowed smoke, filling my sleeping space with particles toxic to my lungs.~~~~The door of the free-standing steel fireplace was shut closed and the door flap of the yurt flung open. Crisp winter air replaced the heavy, burning air in my lungs and the tent. Life-affirming breaths cleared out the deadly invasion of the smoke of a dying fire.~~~~My head was clearing too, under the bright starry sky, and I realized that I'd tried to re-sta",2,2,",10",100 minutes,24,6,30,20,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,6423,8076,3653,15901,10565,8363,9833,2,29,2,1,7,3,6,4,Catholic,Dunno,It was to determine cognitive thought,3,2017-10-05-16-18,2017-10-05-16-28,54,28,1
231,1,"When I was 16 one of my close friends died. It affected me very deeply. He was one of the nicest guys I had ever known. He wasn't popular, but he still treated everyone well. When he died, I knew there was no god, because a loving god wouldn't take someone like my friend. I've been an atheist since.",1,2,0.05,5,24,4,31,0,3,1,5,5,1,1,1,4,2,3,2,5,5,1,4,5,5,2,3,4,3,3,3,2,4,3,3,4,3,4,4,5,14546,7669,5740,20965,3510,18833,6802,1,34,1,0,7,1,1,1,Atheist,The title,How does one's religion affect one's personality?,2,2017-10-06-04-27,2017-10-06-04-38,76,41,4
232,1,i have a understand the survey,2,3,54.1,54,24,65,54,74,2,1,1,2,2,2,2,3,2,3,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,2,2,1,1,2,1,15658,5732,3418,6766,12575,4994,2710,1,28,2,1,2,3,3,4,CRISTIAN,PROVIDE CDE HERE,I DONT KNOW,3,2017-10-06-05-22,2017-10-06-05-31,51,18,0
233,1,I felt very spiritual when I went to temple. I just felt very comforted there. I felt like I was not alone. I felt a calmness and a peace that I had not felt in a while. I felt like I was with someone. I felt like someone was watching out for me. I felt like everything was going to be okay. I felt like some of my biggest problems were lifted from my shoulders. I felt like there was not as much to worry about as from before I came there. Even just thinking about it makes me feel calmer. I am glad that I went. I feel better being there.,2,2,0.05,5 minutes,47 days,4 days,29,20,3,2,4,5,1,2,5,4,1,2,2,5,5,3,5,4,5,5,2,4,3,4,4,4,4,4,3,5,4,4,3,5,15504,14813,15695,35834,164107,16839,142856,1,39,2,1,5,4,4,4,jewish,that it wad about story writing and personality,To see how the story you wrote affected your abilities,2,2017-10-05-22-07,2017-10-05-22-26,68,47,7
234,2,"I woke up one morning, same as always, looked at my clock, 1:30 PM, Wow I really overslept, gotta get that under control. I go to the bathroom and brush my teeth. Brother left the toothpaste open, again, as usual. Oh well, I scrape the hardened layer off and apply the toothpaste to my toothbrush and continue with my routine. I go downstairs and as I go down, my dog rushes up the stairs to greet me, I sit down for a moment and pet her, then proceed down the stairs. I take her outside the house and I proceed to move to my backyard to water my tomatoes and- Oh great, worms eating my peppers, big ones. I had to throw away a few perfectly good bell pepper because of that worm. Oh well, I'll get some pesticide later. For right now I need to get some food in my stomach. I pick some strawberries and bring them inside. I pour some cereal and enjoy the rest of my morning watching some TV. Overall this has been a regular day.",2,2,$0.10,20,24,2,30,10,3,2,2,3,2,4,2,3,4,4,4,4,4,3,3,3,3,4,4,4,3,4,4,4,4,3,2,4,4,4,4,2,16168,40417,46818,71156,17150,24264,62572,2,20,1,1,6,5,3,4,Southern Bapti,"From the description I believed that I was either going to write a very short story, or read and evaluate one.",To study how many people are creative enough to be good writers,5,2017-10-06-01-08,2017-10-06-01-47,48,42,1
235,2,"An every day experience that I have had is going to work.  Once I get to work I set up my computer and check all of my emails for the day and make any previous corrections from the error reports that I get in my email.  I then work new forms, check emails, drink a ton of water and listen to my music while o complete my work.  The best part of my day is lunch with Susan and then going home at the end of the day.  Of course, who doesn't like going home at the end of the day.  And I work late at night so I don't have to worry about any traffic on my way home.  Then when I get home I spend time with my cat and dog.  That is the very best part of my day, except putting my head back on my pillow to sleep...",2,2,0.95,100,47,5,30,30,3,2,4,4,1,2,1,4,2,2,2,4,4,1,2,3,4,1,4,1,4,5,5,5,5,5,4,4,2,4,5,4,21174,14132,12783,10285,10280,31035,15474,2,40,2,1,1,6,4,2,Church of chri,No clue,To study religious behaviors,3,2017-10-06-04-32,2017-10-06-04-50,67,52,2
236,2,"An average day in my life stars off with mt alarm going off in the morning.  I wake up and then get ready to go to work by brushing my teeth, washing my face, and finding something to wear while I watch and listen to some news on the TV.  I get dressed and put on my makeup and then go and get a banana and a yogurt  from the kitchen to eat in the car.  I get in the car and then drive for about an hour to work.  At work, I usually look through my emails and respond to the urgent ones before I have to go in for a meeting of some sort.  Afte the meeting, I continue with my task until lunch time.  I usually grab lunch with a few of my co-workers nearby or in our cafeteria.  After lunch, I start more work or have to head out to a client meeting.  After work, I usually head straight to the gym nearby my home.  I take part in a class or do some exercises on my own with the machines.  I take a shower and then head home to eat dinner.  I make something quick and easy to eat, or pick up something to eat on the way home.  At home, I eat dinner and watch some television to relax. Soon, I have to get ready for bed.  I read for about 30 minutes I turn off the lights and call it a day.",2,2,0.05,5,47,4,30,20,3,1,4,4,2,2,2,4,3,4,3,4,4,2,3,4,3,3,2,4,3,3,4,4,3,4,3,4,4,4,3,4,13650,3347,3167,24982,11253,17703,19114,2,34,2,1,7,5,6,4,Christian,Nothing,How much I believed the research on religion in the beginning of the survey?,2,2017-10-05-21-22,2017-10-05-21-34,61,43,6
