id,iv1_write,iv1_text,iv2_threat,threatened,bullshit_receptivity_scale_1,bullshit_receptivity_scale_2,bullshit_receptivity_scale_3,bullshit_receptivity_scale_4,bullshit_receptivity_scale_5,bullshit_receptivity_scale_6,bullshit_receptivity_scale_7,bullshit_receptivity_scale_8,bullshit_receptivity_scale_9,bullshit_receptivity_scale_10,bullshit_receptivity_scale_11,bullshit_receptivity_scale_12,bullshit_receptivity_scale_13,bullshit_receptivity_scale_14,bullshit_receptivity_scale_15,bullshit_receptivity_scale_16,bullshit_receptivity_scale_17,bullshit_receptivity_scale_18,bullshit_receptivity_scale_19,bullshit_receptivity_scale_20,bullshit_receptivity_scale_21,bullshit_receptivity_scale_22,bullshit_receptivity_scale_23,bullshit_receptivity_scale_24,bullshit_receptivity_scale_25,bullshit_receptivity_scale_26,bullshit_receptivity_scale_27,bullshit_receptivity_scale_28,bullshit_receptivity_scale_29,bullshit_receptivity_scale_30,brs_not_naive,age,gender,god_belief,certain_of_god_belief,prayer_frequency,prayer_duration,religious_attendance,religious_affiliation,previous_knowledge,purpose_guess,purpose_guess_certainty,start_time,end_time,brs_total
105,2,"I do not consider myself religious because I grew up in a way where I had to pray to people that I did not respect or believe. In recent years, I have tried to visit different churches but I always feel out of place. I do believe in god and greater goods but I do not know if I believe in religion though.",2,0,2,2,1,2,1,2,1,2,2,3,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,0,40,2,2,7,5,3,2,none,nothing,not sure.,1,2017-07-02-21-15,2017-07-02-21-26,49
106,1,"My daily routine is simple. I wake up and have coffee. Then I brush my teeth. After getting dressed, I usually spend a few minutes with the dog. If time permits, I check my social networks and relax a bit before I take care of the days business. That usually entails logging in to mturk and doing a few hits before lunch. I find that relaxing and a great way to make some spare change. I recommend it to all my friends. After mturk, I usually do a bit of yard work to end the day. A great way to get some exercise.",2,1,1,1,1,1,2,1,2,2,1,1,2,2,4,1,1,1,1,1,2,1,4,2,1,2,2,1,4,2,2,1,0,58,1,2,7,2,3,3,Christian,I knew it was a voluntary study and that I would earn something for participating.,To study language.,4,2017-07-03-06-14,2017-07-03-06-33,50
107,2,Recently on February 8th my boyfriend was killed in a car accident which really screwed me up. A little after the accident I was placed in ICU for over dosing on klopins. While I was in hospital my brother passsed away in car accidebt,1,1,5,4,4,4,4,2,3,4,3,4,4,4,4,3,3,3,4,3,4,4,4,3,4,3,3,2,4,3,2,4,0,33,2,2,6,5,4,6,Penicostal,Nothing,I am not sure,4,2017-07-03-03-12,2017-07-03-03-27,105
108,2,"my father was diagnosed with terminal cancer in December, they said he would live 3 months. I had faith, I did my best, I hoped and believed. My father is still alive, 7 months later and they believe he can live up to a year. That is a great progress from 3 months.",2,0,3,1,2,5,1,4,5,5,1,2,1,5,4,2,4,1,4,2,4,1,5,5,4,2,3,2,4,4,3,4,0,29,1,1,7,1,1,1,Atheist,Nothing at all.,I believe the 30 statements often were just words put together to see if we make sense of whatever we want to make sense of. haha Some actually seemed quite nice.,3,2017-07-02-21-52,2017-07-02-22-15,93
109,1,"I take on Pokemon Gyms in Pokemon Go. I do this to feel like I am competing with other people. I do it to feel like I am fitting in. I do it to feel like I am popular. Because I do it, I feel good. I am on Team Mystic and on level 37, whicn is very high and good. Most people who are on such high levels are on teams Valor and Instinct. Because I am a high level Mystic player, my friends asked me to be a Mystic moderator of our city's Pokemon Go Facebook group. This makes me feel very powerful. It makes it seem like I have lots of status. I play Pokemon Go everyday, so it means a lot to me. I love this game even more now because I get to participate in what are called Raid Battles in which I can team up",1,0,2,2,3,1,1,1,2,1,1,2,1,2,2,1,2,3,1,2,1,1,3,3,1,1,2,3,2,1,1,1,0,22,2,1,7,1,1,1,Jewish,nothing,I have no clue,2,2017-07-03-04-08,2017-07-03-04-19,50
110,1,I wake up.~~I wake my daughter up and fix her a snack. ~~I work on some mturks while she plays and watches cartoons. ~~I get about 30 minutes of exercise in. ~~I check ebay to see if any current items have sold.~~I cook our main meal of the day.~~I write notes for the website I'm working on. ~~I'll check adsense. ~~I'll give my daughter a bath.~~I'll get a shower. ~~I'll check on some gaming sites/and play a game for a while.~~I'll do some martial arts training of my own.,1,0,1,1,3,1,2,1,3,1,1,1,1,1,3,1,1,1,2,1,2,1,3,1,4,1,1,3,1,1,3,1,0,39,1,2,7,2,2,1,Truth,nothing,perception of awareness,4,2017-07-02-06-06,2017-07-02-06-21,48
111,2,"I have twin boys, and when they were born, I spent a lot of the night checking on them.  They never seemed to wake up at the same time, and one was always seeming to wake up.  As usual, one night I went in to check on them.  They shared a crib, and it was pulled away from the wall so just one end of it was against a wall.  The way, I was able to get around on three sides.  As I was standing there looking at the boys, I noticed a glow from across the crib.  I looked and noticed a large white figure standing there.  The ceilings in their room was about 12 feet tall, and this figure took up a lot of that room.  There was no face, but there was a slightly flesh tone where the face would be.  As I looked at it, it spoke to me and told me to go back to bed.  The boys would be fine because this figure would be watching them.  I knew for sure that it was an angel.  There was no fear on my part at all.  I did go to bed.  They didn't wake up at all, and I got a restful sleep knowing they were being looked after.  It was a very spiritual experience for me.  I remember it like it was yesterday.",2,1,4,2,2,3,4,3,2,3,3,3,3,2,4,2,4,5,2,3,1,2,3,4,3,2,2,4,4,2,3,3,0,53,2,2,7,6,7,4,Christian  - Methodist,not very much.,Level of religiousness.  Ideas about what is considered profound.,2,2017-07-02-04-14,2017-07-02-04-29,87
112,1,"I drive to work. I try to leave at 43 minutes past the hour, because even though it's a 12 minute drive, I prefer to be early and sometimes you'll encounter a brief delay on the way to work. Such delays are numerous and include but are not limited to: running into one tooth Chris in the hallway, encountering a dog on the way to the car, traffic at the first intersection, a slow old person driving in front of me, farm equipment such as tractors driving down the road at an incredibly slow pace, the golf course on the way to work having golf carts racing across the road, cows wandering into the road and having to find their owner, garbage trucks blocking half of the road, police shooting radar on West Gill, a backup of traffic at the intersection before work and sometimes construction or a tractor trailer accident. I like to be punctual. It's a defining characteristic of my personality, my punctuality. So while sometimes I'll leave as late as 47 after the hour and just hope that none of the obstacles I encounter make me late, I'll usually leave early. I also turned the clock at work back one minute so that if I'm one minute it late, it won't be recorded on my record. These are how I manage my ride to work, during which I love to listen to podcasts. I find new podc",1,0,1,1,1,1,4,5,1,1,1,1,4,5,4,5,1,5,5,1,3,2,3,2,3,1,1,5,3,5,3,4,0,28,2,1,7,1,1,1,atheist,Nothing,I'm really uncertain. Maybe some sort of analysis of wonder at consciousness and religious affiliation?,2,2017-07-02-18-22,2017-07-02-18-33,82
113,1,"My experience in the day was very good because I get up very early in the morning I went to church, I pray the Bible, then I went to the supermarket and I got good specials, I saved a lot of money Also I got with a friend i talked a lot, but then I went to join a few,sock I did very well in the day",2,1,4,5,3,5,4,2,5,4,5,2,4,5,3,3,4,5,5,3,2,4,5,2,4,4,2,4,2,3,4,4,0,24,2,2,7,5,11,5,penecosal,no,opinion,4,2017-07-01-20-26,2017-07-01-20-37,111
114,1,"Everyday I experience the feeling of the warm sun on my face. I enjoy sun gazing frequently. I have multiple dogs to let out to the bathroom, while doing so I find myself staring at the sun. This has become a routine for me.",1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,0,22,2,2,6,1,1,1,i meditate a lot,nothing,To see where peoples minds are regarding the shift that is occurring. To see how ready people are to the idea that everything they know is about to change.,4,2017-07-03-06-03,2017-07-03-06-17,147
115,1,"I have 3 dogs. One is a Chihuahua, one is a Chihuahua terrier mix, and one is a Pekinese. Feeding time is a sort of mixture of amusement and frustration. You see, the Chihuahua will snaffle her food down in seconds, the Pekinese will eat slow and stead, but the Chihuahua Terrier mix will only eat if I sit on the floor next to him and even then only after a lot of encouragement. He's a very nervous pup and I believe that letting his guard down in order to eat is just too much to ask. This little boy was a shelter rescue and it seems like he must have been mistreated at some point. He's also very submissive, to the point that if the little Chihuahua girl let's it be known that she'd like that food, he'll simply let her have it. That's another reason I absolutely have to sit by him until he's finished eating. I love these pups to death, but feeding time can take a very long time. Though it does add some excitement to my life when they all 3 eat their own food completely without much fuss",1,0,1,1,1,5,4,3,5,1,1,1,1,5,2,4,1,1,3,2,3,2,3,1,2,2,1,3,4,5,3,1,0,40,2,1,7,1,1,1,athiest,I knew I would be writing about an experience in my life and that I would then answer some questions about a subject that I didn't know beforehand and s,Do believers in a god view and express their everyday experiences in a more spiritual way?,2,2017-07-02-03-25,2017-07-02-03-40,72
116,1,"I always have time to check my twitter, and then I read articles on the app called pocket. Checking these two apps help me get informed very well and as a result I can stay ahead of the news, not having to wait for them to report this. I like knowing what is going on, perhaps even say like monitor, and having such a wide vairety of network in to learn information or points of view that help me clarify my stance on certain issues. This can take for as short as 10 minutes to as long as a couple of hours. Just scrolling and clicking on my secreen, learning from people and alternative news sources.",1,1,4,5,5,5,4,5,4,3,4,3,4,4,4,2,5,4,5,5,4,4,5,3,5,5,3,5,2,5,4,5,0,31,1,2,6,3,8,4,catholic,The interview was about story and personality and i thought it was about they make us think,to link up certain personality traits with story writing and see how people would respond,4,2017-07-03-06-45,2017-07-03-07-07,125
117,2,"I was always raised in a religious home. I've always believed in God, but I had an experience that cemented that belief. My dad had open heart surgery. While they were taking him to the recovery room, his aorta split. They had to open him back up and take care of it. Later, the surgeon said no one survives an aortic split and that he must have had someone looking out for him. So I believe if god had not intervened he would have died that day. That is the main experience that made me not doubt the existance of god.",2,1,2,1,2,1,4,2,3,3,2,3,3,3,4,1,2,2,4,3,2,3,4,4,1,4,2,2,2,3,2,3,0,47,1,2,7,5,8,1,Baptist,nothing,If you had an experience that decided how stong your faith is.,3,2017-07-01-22-26,2017-07-01-22-41,77
118,1,"One everyday experience that best exemplifies an average day in my life is when I cook dinner with my significant other.  Cooking with my significant other is usually a multiple day process.  We plan out potential meals at the beginning of the week.  Then we go grocery shopping for all of the ingredients and quite possible some snacks as an indulgence.  On the actual day of the meal, we make sure to defrost any ingredients we may need.  Around one to two hours before our usual dinner time we begin cooking.  We divide up the tasks so that we both contribute to making what will hopefully be a delicious meal.  In our cooking we generally try to keep the meals relatively healthy.",2,0,1,3,1,1,2,3,2,2,1,1,3,3,3,3,2,2,1,2,1,2,2,3,4,3,2,3,4,4,4,1,0,26,1,1,3,1,1,2,Buddhism,I knew that I would be writing something.,I am uncertain.  I would guess that the purpose of the study was to see how ordinary experiences impact a person's perception of existential meaning.,2,2017-07-01-16-40,2017-07-01-16-57,69
119,2,"After my father died I was a wreck. After a couple of weeks he came to me in a dream and it was just a nice relaxing moment where he was happy and told me to be happy and to do the best I could to take care of my mom and my sister. It did set me at ease to an extent, to this day I always think about that when I am down and it cheers me up a bit. My mom says that it was him reaching out to me and him being dad and trying to calm me. I have not had any more experiences like that one. I do attend church most weeks and believe.",1,1,4,4,4,4,4,5,3,2,3,4,3,4,3,3,1,2,3,4,4,5,3,3,4,2,3,3,4,3,4,4,0,26,1,2,5,5,4,4,Christian,None,To continue the 20 year study mentioned.,3,2017-07-02-21-13,2017-07-02-21-23,102
120,1,"I drive to the train station, get on the train and commute for an hour. THen I walk to a subway, get on a subway and take a 5 minute ride uptown. I get into my office, check my email but I usually only get 1 or 2 from the night before. I make myself coffee. Then I open up my work applications and sit there until I have work to do. Sometimes I have no work so I check email and facebook. Then I check baking and cooking blogs. I do this until lunch. At Lunchtime I get up and walk in central park if its nice. Then I come back to the office and sit there and maybe do some work if something came through when I'm at lunch. I leave the office at 4:30 and get on a train home.",2,0,4,4,3,3,5,3,4,4,4,4,5,3,4,3,4,3,5,5,3,3,3,5,3,3,3,4,4,4,3,5,0,33,2,2,6,5,3,4,Catholic,Personality and how your writing affects it,How your personality affects your beliefs,2,2017-07-02-06-03,2017-07-02-06-13,113
121,2,"my mom pastaway get very little.she was all i had to help me.im glad i can do hits here this helps with my rent ,ulties this all i have.hope things inprove.tried gofundmenow no luck.my rescources are scarace.would be better off but my younger brother kept our moms policy he is better off.our mom wanted it all her kids after funerial burial etc.he took advatage of my disability not right what he done.our mom was equal and helped as much as she could.i just hope for the best.im trying to stay postive despite all that has happen",1,0,4,4,5,3,3,5,5,5,2,4,4,4,5,5,5,4,3,4,3,3,4,5,5,5,3,5,3,5,4,4,0,43,2,1,4,1,1,1,n/a,Investigation of Story Writing and Personalit,An Investigation of Story Writing and Personality,6,2017-07-03-06-15,2017-07-03-06-33,123
122,2,"I love writing and this is about something I am passionate about. Nature and the way I express it is everyday in my communications with people animals. Watering plants in my garden, writing about waterfalls or the moon and or talking to people and being spiritkual and moral and kind about my day and reminded that tomorrow is not promised. Being nice to all and even when there is bad karma leaving that situation and getting to a place that is quiet and peaceful and thanking our maker. My spiritual moments are in writing poetry and being at awe of the universe. Just looking out at the night sky is spiritual for me this is a moment I have had. Just the thought of being on this earth and looking into vast space and just so intrigued at all of this and thinking how luck I am to be in these times to be included so spiritual and kind and peaceful and its a beautiful world so awesome and so unique",2,0,5,4,1,4,3,5,3,4,2,5,4,4,5,5,3,5,3,3,5,4,1,5,5,5,2,3,5,5,4,2,0,62,2,2,7,6,3,1,spirituality,Only the instructions of this survey,This could be about our truth. What we really feel concerning nature and ourself. This could be about spirituality which seems to be the new modern religion. Just a belief that is moral and reality and of awe,5,2017-07-01-22-11,2017-07-01-22-32,114
123,2,"I significant spiritual event in my life occurred when I made a trip to the Headwaters of the Mississippi river, in Northern Minnesota.  I had the opportunity to be at this location alone at the start of the day.  While there I crossed the river along a series of rocks that separate the river from the lake that feeds it.  In crossing the rocks, I slipped twice, and my shoes and pants legs were soaked with water.  I didn't care, because I felt a sense of baptism in that moment, primarily because it was just me and the river.  Had there been many people there (as there almost always is during the day) it would have felt like a stumble and fall, and the significance of the moment would have been lost.  That is a memory that I will carry with me for all of my days.",2,1,2,1,1,2,1,1,2,1,1,1,3,1,1,3,3,3,2,3,2,2,2,3,3,3,1,1,3,4,3,3,0,50,1,2,5,2,3,2,Christian - Lutheran,I knew only what was presented to me in the instructions leading up to the experiment.,Is there a link between spirituality and faith?,3,2017-07-02-00-58,2017-07-02-01-14,62
124,2,"I have always believed there is some higher power watching over us and guiding our lives, as long as we are open to listening to it. To that end, I had an experience in college which was astonishing to me in terms of how much it confirmed that belief of mine. A friend of mine was having a hard time and had been going through some emotional turmoil. I hadn't spoken to this friend for several months, but I knew they were working out some difficulties and they were on my mind frequently. One night I was struck but a sudden urge to contact them immediately and felt like I had to pay attention to this urging. Even though it was nearly midnight, I called this person and the phone rang many times. I let it ring and finally my friend picked up, breathless. He was evasive at first when I asked him what was going on and then he finally admitted he was on the verge of ending his life. He had a bottle of pills in his hand and was thinking about what to write in a note he would leave -- when my call interrupted him. We talked for hours and he came to the realization that he didn't want to end his life after all. I still am amazed that this happened and I attribut",2,1,3,2,1,4,3,3,3,2,2,2,4,4,5,3,2,5,5,3,4,3,4,5,5,4,2,4,5,4,5,3,0,32,1,2,6,5,8,5,Christian,Nothing except what you told me,To determine people's feelings regarding religion and whether or not they had experienced anything spiritual personally.,2,2017-07-03-05-34,2017-07-03-05-47,104
125,1,"I usually go to work around 9 every morning and the commute is not that bad. I get to the lab and begin genotying and flipping flies which is what I do the majority of the time. I'm just mainly following protocols throughout the day, it has become pretty routine",1,0,2,3,4,3,3,3,2,3,2,2,3,4,3,3,3,3,3,4,2,3,3,3,4,2,2,4,3,4,4,4,0,31,2,1,7,1,1,1,none,"what I knew about what exactly, I didn't really know any physics or quantum mechanics",I think perceptions of statements and general science knowledge and how it relates to religion,3,2017-07-01-16-39,2017-07-01-16-51,91
126,2,"There was a certain point in my life as a teenager that my parents were at the verge of getting a divorce.  It was very painful for me seeing them fight almost every single day.  I would usually go out and head straight to church.  I would stay there for a couple of hours, praying and assuming that God is talking back at me, helping me go through it.  That would be the case for almost 2 months.  I would consider myself very religious back then.  Even when things get worse, I tell myself that God is sending me a message to hang on to my faith which I did.  It eventually got better and I still go to church for thanksgiving, also hoping that it will get better and better.",2,1,4,3,4,3,2,4,4,4,4,3,4,3,4,4,2,4,4,3,3,3,3,4,4,3,4,2,3,4,3,3,1,31,2,2,6,3,8,4,Catholic,beliefs and religion,It is designed to check religious beliefs among americans.,3,2017-07-03-05-12,2017-07-03-05-26,102
127,1,"Today I woke up at about 9am. I got up and went downstairs to turn on my computer, then after about 30 minutes I went to the kitchen to make breakfast. This morning I made pancakes, french toast, and bacon. The pancakes were buttermilk with chocolate chunks, and the french toast was lightly coated with sugar and cinnamon. Everything was pretty good, but unfortunately I made too much, so I had to throw some of it out. I made the pancake batter last night and left it in the fridge to chill. After breakfast, I went back downstairs to my computer. I checked a few things on the internet like my email and mturk, then I played Guild Wars 2 for about one or two hours. I usually leave Twitch streams on the TV on as background noise. After I was done playing, I went and checked the mai",2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,23,1,1,7,1,1,1,N/A,Nothing,Something about religious beliefs,2,2017-07-01-19-11,2017-07-01-19-20,31
128,1,"An average day for me would start out ideally with me waking up and starting the coffee and having a smoke. While I sit and drink, I go over my list of things I'm grateful for in my head and also sort of plan my day to an extent. I then try to make some money online and do some errands around the house. After lunch usually I start working on things that bring me pleasure. I believe it's important to keep hobbies alive and keep your spirit awake. Lately I've been working on an art project in the woods near my house and I've been finding some great pieces of things to use in the art.",1,1,3,2,5,1,2,4,3,3,2,3,3,3,5,3,4,3,4,3,3,3,5,5,4,3,4,4,5,2,3,4,0,36,1,2,7,6,11,4,Christian,That it was an investigation of story writing.,I have no guesses for this.,1,2017-07-02-00-39,2017-07-02-00-56,101
129,2,"I'm not a big religion person, but a few times in life i've questioned that. One of those instances is regarding the health of my grandfather. For years doctors would say he doesn't have long to live, but he has kept defying expectations.~~~~He used to be a non believer, but started getting religious the older he got. He has survived many surgeries, infections, blood loss and still managed to survive. Although these things didn't make me religious, I'd be lying if i'd say they didn't make me at least question if there was a bigger being looking out for my grandpa and everyone else.",2,0,1,1,1,1,1,1,1,3,3,3,4,3,4,1,2,4,2,1,1,1,3,3,3,1,1,2,1,2,1,3,0,27,1,1,5,2,2,2,agnostic,that it would involve writing,To gauge how spiritual I am,3,2017-07-02-06-02,2017-07-02-06-19,59
130,2,i like this experience of my life,1,1,4,2,3,5,3,4,3,3,4,3,4,4,2,3,3,2,3,3,1,3,3,4,2,4,4,3,4,3,4,3,0,30,1,2,7,6,11,6,CHRISTIAN,I LIKE THIS SURVEY,N/A,6,2017-07-01-21-31,2017-07-01-21-42,96
131,2,"When I was in my final semester of my undergraduate degree, I planned on continuing my education at a graduate school. I applied to several places, but there was a ""fluke"" at each one. Something crazy happened at each individual college so that I was not accepted/unable to attend. Because of this, I freelanced my first year out of college. Thinking it was God's plan, my perfect job opened during the year. I knew all of the interview committee: I was a ""shoo-in."" However, I was shocked when I was not offered the job. Because of this, I was led to my perfect position, in a community I would have never looked otherwise. I believe that the things that happened were no coincidence. Divine intervention led me to my current job. It is impossible that all of the events leading up to this would have happened by chance.",1,1,4,3,3,4,3,3,2,3,4,5,5,3,4,3,3,5,4,2,2,4,5,5,2,5,4,2,4,5,3,3,0,23,2,2,7,6,5,3,Baptist Christian,"It was a voluntary, but no specifics",Relating writing to religion,2,2017-07-02-06-18,2017-07-02-06-27,107
132,1,"The day starts with waking up and eating oatmeal with milk and a spoon of chocolate. then I check my emails to see if any order have come in during the weekend. Then the orders are put together and shipped out first thing, before lunch. Later I go to the assembly line of my small business and see what i can help with. once i figure out what needs help i stay there to assist as long as i can before something more urgent needs my attention. I am not always able to join the assembly line but Mondays are usually very slow. After lunch I will take care of any additional orders that may have come in and start with the addvertising",1,1,1,2,1,1,1,1,3,1,2,2,1,1,3,1,2,3,2,1,1,1,2,1,4,1,1,2,3,1,1,1,0,32,1,2,7,6,3,6,Christian,nothing,I am not complete sure but it seems to me the association with the same beliefs of Alex Grey.,4,2017-07-01-16-29,2017-07-01-16-50,48
133,1,"A few years ago the VP or CFO (whichever) of the company I worked for was talking about why my 401k loan money hadnâ€™t been deposited.  Holding the phone, listening, thoughts ran simultaneously; â€œHe canâ€™t be that incompetentâ€, â€œThis is nonsenseâ€, â€œHe expects to be able to lie to me.â€, â€œDoes he expect me to buy this?â€.  The company had a long history of being very prompt with all things pay related.  Over the past few months though the payments had gotten later and later.  There was an issue a year earlier which to my understanding was acknowledged and fixed fairly quickly.  This particular transfer was, according to him, delayed due to that problem a year earlier.  We both new it was crap.  At the end of his story I thanked him for calling.  The money was depositing within a day or two.  We probably both considered it a success, his success was placating me, mine was receiving the deposit. What he didnâ€™t know was that all he had to say was something to the effect of -  â€œCanâ€™t talk about it but will have it taken care ofâ€.  Alternatively he could have been completely honest and I would not have passed it along â€“ to anyone.",1,0,3,3,2,2,1,3,2,1,2,1,4,1,3,3,1,4,2,3,3,3,3,2,3,2,4,3,3,3,4,1,0,60,1,2,3,2,3,1,Catholic - non-practicing,An attempt to determine how personality affects story telling?,Religious beliefs as a filter to everyday life.  I.E. A story from an everyday experience - how that story is told may indicate beliefs and attitudes.,2,2017-07-01-22-27,2017-07-01-22-51,75
134,1,I once woke up. After that I ate some food. It was very tasty. I am glad I have food. It is good. It helps out. Thank you for reminding me that food is very good. I love living. Not dying is the best.,2,1,3,4,3,3,3,3,2,2,3,4,3,3,3,4,3,3,2,3,2,4,3,4,2,3,2,3,4,4,3,3,1,27,1,1,4,1,1,1,None,Not sure,Not sure,6,2017-07-02-00-00,2017-07-02-00-09,91
135,2,"An experience that moved me spiritually was not something that took place in a waking state. My grandmother had died and I became depressed for a year.I became mentaly and spiritually disconnection from everything and everyone around me. One night my grandmother entered my dream, it was just like old times with us joking together. By this time in my ""real life"" I had forgotten about her laugh. When I woke up from this dream I heard her footsteps in my room, I felt healed, my depression lifted from that moment. I believe she presented herself in my dream (and walked in my room) to heal me from grief. This is when I began to believe in the afterlife and continued",1,0,1,1,1,1,2,1,2,3,2,2,2,2,2,2,2,2,2,4,1,3,3,1,4,1,1,4,4,2,2,2,0,30,2,2,3,3,10,2,Catholic,I didn't know anything except that it would contain writing.,To understand my perception of God and if a circumstance in my life triggered or re-inforced the belief of God and/or spirituality.,2,2017-07-02-06-37,2017-07-02-06-54,62
136,1,AN AVERAGE DAY IN MY LIFE IS I GET UP AT 5 AM EVERY WEEKDAY AND GET MYSELF READY FOR WORK I AM AT WORK 15 MINUTES EARLY AND THEN I START WORK AND I AM THERE UNTIL 5PM THEN I DRIVE HOME WHICH TAKES ME 15 MINUTES THEN I MAKE MY SELF SOMETHING TO EAT AND RELAX THE REST OF THE NIGHT UNTIL BEDTIME,1,1,4,2,2,3,3,3,4,3,4,4,2,4,4,4,3,3,3,2,4,5,3,3,4,2,4,4,3,2,4,5,0,30,2,2,1,3,6,4,CHRISTIAN,I DIDNT KNOW ANYTHING,I AM NOT REALLY SURE,4,2017-07-03-03-11,2017-07-03-03-19,100
137,2,"I had an important spiritual experience when I was in high school. My best friend, who never went to church, went to a church retreat with me. At this retreat, she was really touched by what she heated and saw.  She decided to pray and become a Christian. It was a very moving experience for me and really convinced me about my beliefs as a Christian.",2,0,2,1,3,1,3,2,2,4,3,3,3,1,4,3,4,3,4,3,2,3,3,5,3,2,3,2,4,4,3,2,0,30,2,2,5,2,4,3,Presbyterian,Nothing,To study religious beliefs of people,3,2017-07-03-02-59,2017-07-03-03-13,85
138,1,"Every day I get up and cook my husband breakfast. When I am finished, I often sit down with a salad or a snack and a diet soda. Today it was a granola bar. When I sat down, I knew what would happen, because it always does. My cat meowed. I looked up at her and she meowed again. She doesn't just meow, she cries like a little baby. She is asking me to come and lay with her. She hates it when I sit at the table and she hates when I ignore her. Of course I gave in. I went over to her and laid on the floor. I patted the blanket next to me and she immediately came over and curled up on it with her back against me. She started to purr. I scratched her stomach. She purred louder. I love this cat. She is fantastic. Laying with her is always rewarding.",1,0,2,1,1,1,1,1,3,2,2,2,1,3,1,2,1,2,2,1,2,2,2,2,2,2,1,4,3,1,3,2,0,44,2,1,5,1,1,1,Atheist (former Christian),"Nothing. I should tell you that I honestly cannot remember whether I have ever rated those statements before. I don't think so, but I cannot swear to it",I don't know. Sorry. I don't even have a guess.,1,2017-07-01-18-08,2017-07-01-18-36,55
139,1,"Everyday, I go to work at 6 am, I arrive at 7 am and work up to 12, then stay in the company and eat until 5 pm then leave after I get home. Eat rice and go to bed, sometimes go out with friends or play sports",2,0,2,4,2,4,2,4,3,1,3,2,3,4,3,2,4,4,2,3,5,2,3,2,4,1,2,5,3,5,4,4,0,29,2,2,4,4,7,2,Jesus,good survey,"Questions about sex, religion",2,2017-07-02-06-20,2017-07-02-06-33,92
140,1,"I started a doggy daycare out of my home last July and have been doing it full time ever since. I care for mostly seniors and special needs pets. It's a very hard, low paying job, but it's also very rewarding and wonderful (at times). A few months ago, I started taking care of a blind, elderly dachshund 4 days per week. In a short time, he has become very special to us and I am quite attached to him and also very protective of him. He is what caused me to start caring for mostly senior dogs because younger dogs are rambunctious and I feel they are risky to his well being while he's here, so I switcted",1,0,3,2,2,2,2,2,2,3,3,3,4,3,2,4,4,5,2,3,1,4,2,3,3,2,2,2,4,3,2,3,0,39,2,1,5,1,1,1,Raised strict Irish/Catholic.,That there would be a writing exercise,Spirituality and deeper beliefs,4,2017-07-02-16-36,2017-07-02-16-53,82
141,2,"I don't consider myself to be religious. While I was raised as a Christian, I don't believe in a specific God or Christianity. I consider myself Agnostic. This is only due to one event in my life. When I was in the 8th grade, my family moved into a large old house. Everything was fine at first, however after a few months I began having nightmares. One such nightmare was that I was in the basement bathroom and the lights went off and the door wouldn't open, so I couldn't get out. The very next day, I was in the same bathroom and the lights turned off and the door somehow got jammed at I couldn't get it open for, what felt like an eternity, however it was probably 30 seconds. My little brother had similar experiences. One occasion I'm sitting in the basement watching TV and I hear a loud bang, look up, and see him tumbling down the stairs. He swore that someone pushed him, even though we were alone in the house. The whole time I was ever in the house, I just knew it was haunted. On another occasion, I was doing my hair in the morning and while looking in the mirror, I heard something s",1,0,2,5,4,3,2,4,4,2,2,5,2,2,3,3,2,2,2,4,4,2,4,2,2,4,2,3,2,3,2,3,0,25,2,1,5,1,2,2,Agnostic,I knew nothing. Only what I had read in the description. That I would be writing something and then answering questions.,I think the researchers were looking for a link between how religious a person is and how profound they view certain phrases.,3,2017-07-01-20-15,2017-07-01-20-25,86
142,2,"I don't know if this convinced me of my religious beliefs, but it was certainly a memorable experience. I rarely have nightmares, but 12 years ago, while sleeping next to my husband, I dreamt that he had lost one of his limbs. I was desperately trying to make things OK. The dream was very intense, and I told my husband about it when he woke up. ~~~~I got up and checked my E-mail, and there was a brief, humorous E-mail from my husband's father. I very rarely heard from him. ~~~~After reading the E-mail, I think I went out to get coffee, and when I came back, my husband was crying. His father had just died of a heart attack, and it happened at the exact time I was dreaming that my husband had lost his limb. At the very least, this experience taught me that there are things you can't explain, and I wondered if we are all connected subconsciously.",1,0,1,1,1,2,1,3,1,1,1,1,2,2,3,2,1,3,2,1,1,2,1,4,2,1,2,2,2,2,3,3,0,45,2,2,3,2,2,1,agnostic,nothing,"I have no idea, but the 30 statements made my head hurt",2,2017-07-01-16-24,2017-07-01-16-35,54
143,1,"All of my day revolves around my family. I recently quit my day job and am now able to stay home with my children. I feel very blessed to be able to be here for them. It makes me feel closer to them, and that I am a better wife and mother for it. My husband and my children are everything to me and I strive to show them how much I love and appreciate them. I try to make sure they have a clean home and home cooked meals, and time together. That's what my day typically consists of.",2,1,2,1,1,5,1,2,1,5,3,4,1,1,2,1,2,3,2,5,1,2,1,1,2,1,2,5,4,3,1,3,0,35,2,2,7,6,3,5,Baptist,Nothing,Relative beliefs between religion and science.,2,2017-07-02-04-22,2017-07-02-04-34,68
